index_id,index_name,name_vn,value,unit,source
1,Managerial ownership,Sở hữu của ban điều hành,0.01%,%,bctn
2,State ownership,Sở hữu nhà nước,75.87%,%,bctn
3,Institutional ownership,Sở hữu tổ chức,82.61%,%,bctn
4,Foreign ownership,Sở hữu nước ngoài,15.70%,%,bctn
5,Total share outstanding,Tổng số cổ phiếu lưu hành,1218813235,shares,yahoo
6,Total sales revenue and Net sales revenue,Doanh thu thuần,123918650378651,VND,pdf
7,Total assets,Tổng tài sản,61106212964443,VND,pdf
8,Selling expenses,Chi phí bán hàng,8591021707535,VND,pdf
9,General and administrative expenditure,Chi phí quản lý doanh nghiệp,819680790229,VND,pdf
10,Value of intangible assets,Tài sản cố định vô hình,2182249689948,VND,pdf
11,Manufacturing overhead,Chi phí sản xuất chung,10132497069433,VND,computed_from_pdf
12,Net operating income,Lợi nhuận thuần từ hoạt động kinh doanh,1191399821081,VND,pdf
13,Consumption of raw material,Chi phí nguyên vật liệu,3193823949163,VND,pdf
14,Merchandise purchase of the year,Mua hàng hóa,6555728543054,VND,pdf
15,Work-in-progess goods purchase,Chi phí sản xuất kinh doanh dở dang,127972606823,VND,pdf
16,Outside manufacturing expenses,Chi phí dịch vụ mua ngoài,6166935169497,VND,pdf
17,Production cost,Tổng chi phí sản xuất,19493256188093,VND,computed_from_pdf
18,R&D expenditure,Chi phí nghiên cứu phát triển,0,VND,bctn_no_separate_disclosure
19,Product innovation,Đổi mới sản phẩm,1,binary,bctn_inferred
20,Process innovation,Đổi mới quy trình,1,binary,bctn_supported
21,Net Income,Lợi nhuận sau thuế,1252572208332,VND,pdf
22,Total shareholders' equity,Vốn chủ sở hữu,24126402466781,VND,pdf
23,Market value of equity,Vốn hóa thị trường,66912846601500,VND,web
24,Total liabilities,Nợ phải trả,36979810497662,VND,pdf
25,Net cash from operating activities,Lưu chuyển tiền thuần từ HĐKD,5349364478895,VND,pdf
26,Capital expenditure,Chi mua sắm TSCĐ,1856667096437,VND,pdf
27,Cash flows from investing activities,Lưu chuyển tiền từ HĐĐT,-3842516278004,VND,pdf
28,Cash and cash equivalent,Tiền và tương đương tiền,10611737373774,VND,pdf
29,Long-term debt,Vay và nợ thuê tài chính dài hạn,1299471916100,VND,pdf
30,Current assets,Tài sản ngắn hạn,37796818993084,VND,pdf
31,Current liabiltiies,Nợ ngắn hạn,35399675141414,VND,pdf
32,Growth ratio,Tỷ lệ tăng trưởng,-0.3464,%,computed
33,Total inventory,Hàng tồn kho,9399531195899,VND,pdf
34,Divident payment,Cổ tức đã trả,3971129966069,VND,pdf
35,EPS,Lãi cơ bản trên cổ phiếu,686,VND,pdf
36,Number of employees,Số lượng nhân viên,25392,người,bctn
37,"Net plant, property and equipment",Tài sản cố định hữu hình,13395779642202,VND,pdf
38,Firm age,Tuổi công ty,25,years,computed
